run_id,run_date,ticker,model_type,prediction_horizon,feature_set,train_period,val_period,directional_accuracy,auc_roc,brier_score,hypothetical_sharpe,max_drawdown,beats_baseline,notes
20769218,2026-08-29T22:09:59,BRP.DE,XGBoost,21,all_6_families,3y,6m,0.4608,0.5881,0.3126,0.0,0.0,False,walk-forward avg over 16 folds
b580254f,2026-08-29T22:09:59,RIO.DE,Baseline_Random,21,all_6_families,3y,6m,0.502,0.5183,0.2609,0.0,0.0,False,walk-forward avg over 16 folds
1bb084e8,2026-08-29T22:09:59,RIO.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5804,0.5,0.2795,0.0,0.0,True,walk-forward avg over 16 folds
877060ab,2026-08-29T22:10:00,RIO.DE,Ridge_LR,21,all_6_families,3y,6m,0.5149,0.5406,0.2946,0.0,0.0,False,walk-forward avg over 16 folds
11500e7a,2026-08-29T22:10:01,RIO.DE,Lasso_LR,21,all_6_families,3y,6m,0.5804,0.5336,0.2485,0.0,0.0,True,walk-forward avg over 16 folds
893e4a0c,2026-08-29T22:10:09,RIO.DE,RandomForest,21,all_6_families,3y,6m,0.5461,0.5595,0.2569,0.0,0.0,True,walk-forward avg over 16 folds
9c695299,2026-08-29T22:10:13,RIO.DE,XGBoost,21,all_6_families,3y,6m,0.4668,0.583,0.281,0.0,0.0,False,walk-forward avg over 16 folds
92e6036b,2026-08-29T22:10:13,ERO.DE,Baseline_Random,21,all_6_families,3y,6m,0.5119,0.4906,0.2678,0.0,0.0,False,walk-forward avg over 4 folds
04902d09,2026-08-29T22:10:13,ERO.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5952,0.5,0.2715,0.0,0.0,True,walk-forward avg over 4 folds
fb7b910c,2026-08-29T22:10:13,ERO.DE,Ridge_LR,21,all_6_families,3y,6m,0.4325,0.5905,0.3496,0.0,0.0,False,walk-forward avg over 4 folds
2fc6ee72,2026-08-29T22:10:13,ERO.DE,Lasso_LR,21,all_6_families,3y,6m,0.4464,0.5374,0.2543,0.0,0.0,False,walk-forward avg over 4 folds
4c6e2513,2026-08-29T22:10:15,ERO.DE,RandomForest,21,all_6_families,3y,6m,0.4087,0.5863,0.2824,0.0,0.0,False,walk-forward avg over 4 folds
a424aa87,2026-08-29T22:10:16,ERO.DE,XGBoost,21,all_6_families,3y,6m,0.4484,0.5663,0.3381,0.0,0.0,False,walk-forward avg over 4 folds
6ac3bd48,2026-08-29T22:10:16,FPM.DE,Baseline_Random,21,all_6_families,3y,6m,0.5005,0.5072,0.2618,0.0,0.0,False,walk-forward avg over 16 folds
7172d9b9,2026-08-29T22:10:17,FPM.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5303,0.5,0.3066,0.0,0.0,True,walk-forward avg over 16 folds
46ff481e,2026-08-29T22:10:18,FPM.DE,Ridge_LR,21,all_6_families,3y,6m,0.503,0.6281,0.313,0.0,0.0,False,walk-forward avg over 16 folds
354ceb6d,2026-08-29T22:10:18,FPM.DE,Lasso_LR,21,all_6_families,3y,6m,0.5451,0.5848,0.2501,0.0,0.0,True,walk-forward avg over 16 folds
8cdd95bc,2026-08-29T22:10:26,FPM.DE,RandomForest,21,all_6_families,3y,6m,0.4861,0.608,0.2588,0.0,0.0,False,walk-forward avg over 16 folds
224dae09,2026-08-29T22:10:29,FPM.DE,XGBoost,21,all_6_families,3y,6m,0.4658,0.5883,0.3044,0.0,0.0,False,walk-forward avg over 16 folds
24154e8b,2026-08-29T22:10:29,ALB.DE,Baseline_Random,21,all_6_families,3y,6m,0.5005,0.5072,0.2618,0.0,0.0,False,walk-forward avg over 16 folds
7c9059b8,2026-08-29T22:10:29,ALB.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5303,0.5,0.3066,0.0,0.0,True,walk-forward avg over 16 folds
9a0ea4a5,2026-08-29T22:10:30,ALB.DE,Ridge_LR,21,all_6_families,3y,6m,0.503,0.6281,0.313,0.0,0.0,False,walk-forward avg over 16 folds
47e581e0,2026-08-29T22:10:31,ALB.DE,Lasso_LR,21,all_6_families,3y,6m,0.5451,0.5848,0.2501,0.0,0.0,True,walk-forward avg over 16 folds
16ba2a81,2026-08-29T22:10:39,ALB.DE,RandomForest,21,all_6_families,3y,6m,0.4861,0.608,0.2588,0.0,0.0,False,walk-forward avg over 16 folds
4f809668,2026-08-29T22:10:42,ALB.DE,XGBoost,21,all_6_families,3y,6m,0.4658,0.5883,0.3044,0.0,0.0,False,walk-forward avg over 16 folds
5f2477d2,2026-08-29T22:10:42,MNR.DE,Baseline_Random,21,all_6_families,3y,6m,0.495,0.5222,0.2604,0.0,0.0,False,walk-forward avg over 16 folds
7a4dee6b,2026-08-29T22:10:42,MNR.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5734,0.5,0.2833,0.0,0.0,True,walk-forward avg over 16 folds
e63ec090,2026-08-29T22:10:43,MNR.DE,Ridge_LR,21,all_6_families,3y,6m,0.5818,0.6294,0.2591,0.0,0.0,True,walk-forward avg over 16 folds
54d1b79a,2026-08-29T22:10:44,MNR.DE,Lasso_LR,21,all_6_families,3y,6m,0.5734,0.5858,0.2459,0.0,0.0,True,walk-forward avg over 16 folds
ffaca49c,2026-08-29T22:10:51,MNR.DE,RandomForest,21,all_6_families,3y,6m,0.5804,0.575,0.2461,0.0,0.0,True,walk-forward avg over 16 folds
d367cbbc,2026-08-29T22:10:54,MNR.DE,XGBoost,21,all_6_families,3y,6m,0.5719,0.6087,0.2581,0.0,0.0,True,walk-forward avg over 16 folds
fb38e66b,2026-08-29T22:10:54,C1E.DE,Baseline_Random,21,all_6_families,3y,6m,0.5104,0.4937,0.2642,0.0,0.0,False,walk-forward avg over 16 folds
45784673,2026-08-29T22:10:54,C1E.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5243,0.5,0.3098,0.0,0.0,True,walk-forward avg over 16 folds
961d1325,2026-08-29T22:10:55,C1E.DE,Ridge_LR,21,all_6_families,3y,6m,0.5863,0.5885,0.2721,0.0,0.0,True,walk-forward avg over 16 folds
f4e3f052,2026-08-29T22:10:56,C1E.DE,Lasso_LR,21,all_6_families,3y,6m,0.4767,0.5097,0.2532,0.0,0.0,False,walk-forward avg over 16 folds
708fca73,2026-08-29T22:11:05,C1E.DE,RandomForest,21,all_6_families,3y,6m,0.5332,0.5599,0.2614,0.0,0.0,True,walk-forward avg over 16 folds
5c8437aa,2026-08-29T22:11:08,C1E.DE,XGBoost,21,all_6_families,3y,6m,0.5089,0.5417,0.2864,0.0,0.0,False,walk-forward avg over 16 folds
99c0b0ea,2026-08-29T22:11:08,VO51.DE,Baseline_Random,21,all_6_families,3y,6m,0.4965,0.4975,0.2638,0.0,0.0,False,walk-forward avg over 16 folds
bda91fbc,2026-08-29T22:11:08,VO51.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5352,0.5,0.3039,0.0,0.0,True,walk-forward avg over 16 folds
4f367185,2026-08-29T22:11:09,VO51.DE,Ridge_LR,21,all_6_families,3y,6m,0.4921,0.5541,0.3423,0.0,0.0,False,walk-forward avg over 16 folds
d061cb7a,2026-08-29T22:11:10,VO51.DE,Lasso_LR,21,all_6_families,3y,6m,0.4792,0.5485,0.2539,0.0,0.0,False,walk-forward avg over 16 folds
9f4c0441,2026-08-29T22:11:17,VO51.DE,RandomForest,21,all_6_families,3y,6m,0.503,0.5976,0.2676,0.0,0.0,False,walk-forward avg over 16 folds
45107de5,2026-08-29T22:11:18,VO51.DE,XGBoost,21,all_6_families,3y,6m,0.5089,0.5963,0.2893,0.0,0.0,False,walk-forward avg over 16 folds
a4e45c8e,2026-08-29T22:11:18,U6Z.DE,Baseline_Random,21,all_6_families,3y,6m,0.4861,0.4994,0.2645,0.0,0.0,False,walk-forward avg over 4 folds
c1d6ed64,2026-08-29T22:11:18,U6Z.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5774,0.5,0.2811,0.0,0.0,True,walk-forward avg over 4 folds
a200b597,2026-08-29T22:11:18,U6Z.DE,Ridge_LR,21,all_6_families,3y,6m,0.5635,0.6481,0.2357,0.0,0.0,True,walk-forward avg over 4 folds
48a82e03,2026-08-29T22:11:18,U6Z.DE,Lasso_LR,21,all_6_families,3y,6m,0.5774,0.5,0.2476,0.0,0.0,True,walk-forward avg over 4 folds
c3cb55a4,2026-08-29T22:11:19,U6Z.DE,RandomForest,21,all_6_families,3y,6m,0.619,0.6035,0.2514,0.0,0.0,True,walk-forward avg over 4 folds
ffc55eee,2026-08-29T22:11:20,U6Z.DE,XGBoost,21,all_6_families,3y,6m,0.6548,0.6952,0.2454,0.0,0.0,True,walk-forward avg over 4 folds
3bc87acd,2026-08-29T22:11:20,BCO.DE,Baseline_Random,21,all_6_families,3y,6m,0.4945,0.5225,0.2603,0.0,0.0,False,walk-forward avg over 16 folds
ce99f20d,2026-08-29T22:11:20,BCO.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5729,0.5,0.2835,0.0,0.0,True,walk-forward avg over 16 folds
b8b89afd,2026-08-29T22:11:20,BCO.DE,Ridge_LR,21,all_6_families,3y,6m,0.5828,0.6271,0.2591,0.0,0.0,True,walk-forward avg over 16 folds
5dea183d,2026-08-29T22:11:21,BCO.DE,Lasso_LR,21,all_6_families,3y,6m,0.5729,0.5852,0.2459,0.0,0.0,True,walk-forward avg over 16 folds
46d48b7f,2026-08-29T22:11:25,BCO.DE,RandomForest,21,all_6_families,3y,6m,0.5823,0.5752,0.246,0.0,0.0,True,walk-forward avg over 16 folds
9c947f36,2026-08-29T22:11:26,BCO.DE,XGBoost,21,all_6_families,3y,6m,0.5878,0.6132,0.2547,0.0,0.0,True,walk-forward avg over 16 folds
675b2bb4,2026-08-29T22:11:26,CAT1.DE,Baseline_Random,21,all_6_families,3y,6m,0.5079,0.5308,0.2562,0.0,0.0,False,walk-forward avg over 13 folds
8f02f43f,2026-08-29T22:11:26,CAT1.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.4695,0.5,0.3394,0.0,0.0,False,walk-forward avg over 13 folds
8ce39223,2026-08-29T22:11:27,CAT1.DE,Ridge_LR,21,all_6_families,3y,6m,0.5317,0.6779,0.2976,0.0,0.0,True,walk-forward avg over 13 folds
20c59684,2026-08-29T22:11:27,CAT1.DE,Lasso_LR,21,all_6_families,3y,6m,0.4762,0.6035,0.2553,0.0,0.0,False,walk-forward avg over 13 folds
840c40de,2026-08-29T22:11:31,CAT1.DE,RandomForest,21,all_6_families,3y,6m,0.5391,0.6985,0.2562,0.0,0.0,True,walk-forward avg over 13 folds
4a24edd4,2026-08-29T22:11:31,CAT1.DE,XGBoost,21,all_6_families,3y,6m,0.5385,0.6629,0.2813,0.0,0.0,True,walk-forward avg over 13 folds
ffac7833,2026-08-29T22:11:31,LOM.DE,Baseline_Random,21,all_6_families,3y,6m,0.5132,0.5137,0.2603,0.0,0.0,False,walk-forward avg over 12 folds
2152ccbc,2026-08-29T22:11:31,LOM.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5265,0.5,0.3086,0.0,0.0,True,walk-forward avg over 12 folds
dae00bdc,2026-08-29T22:11:32,LOM.DE,Ridge_LR,21,all_6_families,3y,6m,0.3981,0.5581,0.3769,0.0,0.0,False,walk-forward avg over 12 folds
771f8a30,2026-08-29T22:11:32,LOM.DE,Lasso_LR,21,all_6_families,3y,6m,0.5099,0.533,0.2537,0.0,0.0,False,walk-forward avg over 12 folds
cc39cfe9,2026-08-29T22:11:38,LOM.DE,RandomForest,21,all_6_families,3y,6m,0.4385,0.5617,0.2916,0.0,0.0,False,walk-forward avg over 12 folds
aa0b1f38,2026-08-29T22:11:41,LOM.DE,XGBoost,21,all_6_families,3y,6m,0.4729,0.5775,0.3276,0.0,0.0,False,walk-forward avg over 12 folds
8c92ec1b,2026-08-29T22:11:41,RTX.DE,Baseline_Random,21,all_6_families,3y,6m,0.5111,0.4765,0.2674,0.0,0.0,False,walk-forward avg over 10 folds
641585dd,2026-08-29T22:11:41,RTX.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6016,0.5,0.268,0.0,0.0,True,walk-forward avg over 10 folds
7462c19f,2026-08-29T22:11:42,RTX.DE,Ridge_LR,21,all_6_families,3y,6m,0.5119,0.5381,0.2793,0.0,0.0,False,walk-forward avg over 10 folds
4c87a3d3,2026-08-29T22:11:42,RTX.DE,Lasso_LR,21,all_6_families,3y,6m,0.6016,0.562,0.2453,0.0,0.0,True,walk-forward avg over 10 folds
1f0cc9bb,2026-08-29T22:11:48,RTX.DE,RandomForest,21,all_6_families,3y,6m,0.5508,0.5641,0.2576,0.0,0.0,True,walk-forward avg over 10 folds
315b9afc,2026-08-29T22:11:50,RTX.DE,XGBoost,21,all_6_families,3y,6m,0.5556,0.5407,0.2806,0.0,0.0,True,walk-forward avg over 10 folds
efa4d957,2026-08-29T22:11:50,GEC.DE,Baseline_Random,21,all_6_families,3y,6m,0.4931,0.5189,0.2601,0.0,0.0,False,walk-forward avg over 15 folds
24727dfb,2026-08-29T22:11:50,GEC.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5769,0.5,0.2814,0.0,0.0,True,walk-forward avg over 16 folds
9795e453,2026-08-29T22:11:51,GEC.DE,Ridge_LR,21,all_6_families,3y,6m,0.5764,0.5402,0.3037,0.0,0.0,True,walk-forward avg over 16 folds
186fdc9d,2026-08-29T22:11:52,GEC.DE,Lasso_LR,21,all_6_families,3y,6m,0.5263,0.5424,0.2584,0.0,0.0,True,walk-forward avg over 16 folds
2267fba2,2026-08-29T22:12:01,GEC.DE,RandomForest,21,all_6_families,3y,6m,0.5134,0.5223,0.2541,0.0,0.0,False,walk-forward avg over 16 folds
249b673f,2026-08-29T22:12:04,GEC.DE,XGBoost,21,all_6_families,3y,6m,0.5193,0.5196,0.2877,0.0,0.0,False,walk-forward avg over 16 folds
6df708dc,2026-08-29T22:12:04,HON.DE,Baseline_Random,21,all_6_families,3y,6m,0.4931,0.5189,0.2601,0.0,0.0,False,walk-forward avg over 15 folds
b18c2e1c,2026-08-29T22:12:05,HON.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5769,0.5,0.2814,0.0,0.0,True,walk-forward avg over 16 folds
2d295531,2026-08-29T22:12:06,HON.DE,Ridge_LR,21,all_6_families,3y,6m,0.5764,0.5402,0.3037,0.0,0.0,True,walk-forward avg over 16 folds
618297ca,2026-08-29T22:12:06,HON.DE,Lasso_LR,21,all_6_families,3y,6m,0.5263,0.5424,0.2584,0.0,0.0,True,walk-forward avg over 16 folds
eebecd63,2026-08-29T22:12:15,HON.DE,RandomForest,21,all_6_families,3y,6m,0.5134,0.5226,0.2541,0.0,0.0,False,walk-forward avg over 16 folds
cae614e7,2026-08-29T22:12:18,HON.DE,XGBoost,21,all_6_families,3y,6m,0.5174,0.5248,0.2876,0.0,0.0,False,walk-forward avg over 16 folds
f7c6ce50,2026-08-29T22:12:18,UPB.DE,Baseline_Random,21,all_6_families,3y,6m,0.4866,0.4831,0.2657,0.0,0.0,False,walk-forward avg over 16 folds
103464f4,2026-08-29T22:12:18,UPB.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5432,0.5,0.2996,0.0,0.0,True,walk-forward avg over 16 folds
9d39d281,2026-08-29T22:12:19,UPB.DE,Ridge_LR,21,all_6_families,3y,6m,0.562,0.6235,0.2921,0.0,0.0,True,walk-forward avg over 16 folds
5a266bb5,2026-08-29T22:12:20,UPB.DE,Lasso_LR,21,all_6_families,3y,6m,0.5432,0.6232,0.2538,0.0,0.0,True,walk-forward avg over 16 folds
1d81abfc,2026-08-29T22:12:28,UPB.DE,RandomForest,21,all_6_families,3y,6m,0.4856,0.6183,0.275,0.0,0.0,False,walk-forward avg over 16 folds
b62d2c99,2026-08-29T22:12:31,UPB.DE,XGBoost,21,all_6_families,3y,6m,0.494,0.6019,0.3015,0.0,0.0,False,walk-forward avg over 16 folds
7ef3a9bc,2026-08-29T22:12:32,DCO.DE,Baseline_Random,21,all_6_families,3y,6m,0.4995,0.508,0.2609,0.0,0.0,False,walk-forward avg over 16 folds
e76dde57,2026-08-29T22:12:32,DCO.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5441,0.5,0.2991,0.0,0.0,True,walk-forward avg over 16 folds
6e4499f0,2026-08-29T22:12:33,DCO.DE,Ridge_LR,21,all_6_families,3y,6m,0.5451,0.5673,0.2917,0.0,0.0,True,walk-forward avg over 16 folds
8e0d82ac,2026-08-29T22:12:34,DCO.DE,Lasso_LR,21,all_6_families,3y,6m,0.5536,0.5152,0.2494,0.0,0.0,True,walk-forward avg over 16 folds
a4d290d5,2026-08-29T22:12:42,DCO.DE,RandomForest,21,all_6_families,3y,6m,0.5055,0.6592,0.2696,0.0,0.0,False,walk-forward avg over 16 folds
ba2eda61,2026-08-29T22:12:45,DCO.DE,XGBoost,21,all_6_families,3y,6m,0.5069,0.6898,0.3031,0.0,0.0,False,walk-forward avg over 16 folds
c0b35207,2026-08-29T22:12:45,RHM.DE,Baseline_Random,21,all_6_families,3y,6m,0.5084,0.4759,0.266,0.0,0.0,False,walk-forward avg over 16 folds
b258542f,2026-08-29T22:12:45,RHM.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5749,0.5,0.2825,0.0,0.0,True,walk-forward avg over 16 folds
60f52c98,2026-08-29T22:12:46,RHM.DE,Ridge_LR,21,all_6_families,3y,6m,0.5278,0.5336,0.3073,0.0,0.0,True,walk-forward avg over 16 folds
e5f121a7,2026-08-29T22:12:47,RHM.DE,Lasso_LR,21,all_6_families,3y,6m,0.5749,0.5162,0.2551,0.0,0.0,True,walk-forward avg over 16 folds
eb061163,2026-08-29T22:12:56,RHM.DE,RandomForest,21,all_6_families,3y,6m,0.5238,0.5472,0.2748,0.0,0.0,True,walk-forward avg over 16 folds
932a0c6a,2026-08-29T22:12:59,RHM.DE,XGBoost,21,all_6_families,3y,6m,0.5124,0.61,0.2858,0.0,0.0,False,walk-forward avg over 16 folds
934e80e1,2026-08-29T22:12:59,EUNL.DE,Baseline_Random,21,all_6_families,3y,6m,0.5106,0.5076,0.2626,0.0,0.0,False,walk-forward avg over 15 folds
46a746b4,2026-08-29T22:12:59,EUNL.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6878,0.5,0.2215,0.0,0.0,True,walk-forward avg over 15 folds
fe205f00,2026-08-29T22:13:00,EUNL.DE,Ridge_LR,21,all_6_families,3y,6m,0.6291,0.6608,0.2382,0.0,0.0,True,walk-forward avg over 15 folds
88c0575f,2026-08-29T22:13:01,EUNL.DE,Lasso_LR,21,all_6_families,3y,6m,0.6704,0.6252,0.2249,0.0,0.0,True,walk-forward avg over 15 folds
a17dbef0,2026-08-29T22:13:09,EUNL.DE,RandomForest,21,all_6_families,3y,6m,0.6476,0.6341,0.2322,0.0,0.0,True,walk-forward avg over 15 folds
111ea0d6,2026-08-29T22:13:12,EUNL.DE,XGBoost,21,all_6_families,3y,6m,0.5704,0.593,0.2691,0.0,0.0,True,walk-forward avg over 15 folds
a1cedcdd,2026-08-29T22:13:12,VUSA.DE,Baseline_Random,21,all_6_families,3y,6m,0.5159,0.5057,0.2628,0.0,0.0,False,walk-forward avg over 9 folds
fcaf6fe7,2026-08-29T22:13:12,VUSA.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6349,0.5,0.25,0.0,0.0,True,walk-forward avg over 9 folds
fd3fd009,2026-08-29T22:13:13,VUSA.DE,Ridge_LR,21,all_6_families,3y,6m,0.6014,0.6163,0.269,0.0,0.0,True,walk-forward avg over 9 folds
623a699f,2026-08-29T22:13:13,VUSA.DE,Lasso_LR,21,all_6_families,3y,6m,0.6349,0.5058,0.2414,0.0,0.0,True,walk-forward avg over 9 folds
43323a50,2026-08-29T22:13:18,VUSA.DE,RandomForest,21,all_6_families,3y,6m,0.5176,0.4956,0.2802,0.0,0.0,False,walk-forward avg over 9 folds
e32e759b,2026-08-29T22:13:20,VUSA.DE,XGBoost,21,all_6_families,3y,6m,0.4638,0.5949,0.3342,0.0,0.0,False,walk-forward avg over 9 folds
ab378bd4,2026-08-29T22:13:20,VWCE.DE,Baseline_Random,21,all_6_families,3y,6m,0.5032,0.5114,0.2631,0.0,0.0,False,walk-forward avg over 5 folds
f48d90f9,2026-08-29T22:13:20,VWCE.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.7238,0.5,0.202,0.0,0.0,True,walk-forward avg over 5 folds
0292fe18,2026-08-29T22:13:20,VWCE.DE,Ridge_LR,21,all_6_families,3y,6m,0.7063,0.5851,0.2084,0.0,0.0,True,walk-forward avg over 5 folds
4f03705c,2026-08-29T22:13:20,VWCE.DE,Lasso_LR,21,all_6_families,3y,6m,0.7238,0.421,0.205,0.0,0.0,True,walk-forward avg over 5 folds
d210d098,2026-08-29T22:13:23,VWCE.DE,RandomForest,21,all_6_families,3y,6m,0.6841,0.5614,0.2127,0.0,0.0,True,walk-forward avg over 5 folds
599fee18,2026-08-29T22:13:24,VWCE.DE,XGBoost,21,all_6_families,3y,6m,0.6508,0.6062,0.2279,0.0,0.0,True,walk-forward avg over 5 folds
18be18d7,2026-08-29T22:13:24,EXS1.DE,Baseline_Random,21,all_6_families,3y,6m,0.5005,0.4897,0.2658,0.0,0.0,False,walk-forward avg over 16 folds
c351a831,2026-08-29T22:13:24,EXS1.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5938,0.5,0.2723,0.0,0.0,True,walk-forward avg over 16 folds
aceff86c,2026-08-29T22:13:25,EXS1.DE,Ridge_LR,21,all_6_families,3y,6m,0.5848,0.5653,0.2645,0.0,0.0,True,walk-forward avg over 16 folds
2cc278ee,2026-08-29T22:13:26,EXS1.DE,Lasso_LR,21,all_6_families,3y,6m,0.567,0.5065,0.2441,0.0,0.0,True,walk-forward avg over 16 folds
5fe8116f,2026-08-29T22:13:35,EXS1.DE,RandomForest,21,all_6_families,3y,6m,0.568,0.5176,0.2557,0.0,0.0,True,walk-forward avg over 16 folds
64e6d1fe,2026-08-29T22:13:38,EXS1.DE,XGBoost,21,all_6_families,3y,6m,0.5273,0.5611,0.2708,0.0,0.0,True,walk-forward avg over 16 folds
81cff807,2026-08-29T22:13:38,EXXT.DE,Baseline_Random,21,all_6_families,3y,6m,0.5085,0.4951,0.265,0.0,0.0,False,walk-forward avg over 15 folds
1b6e616e,2026-08-29T22:13:39,EXXT.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6614,0.5,0.2358,0.0,0.0,True,walk-forward avg over 15 folds
04b6c2f9,2026-08-29T22:13:39,EXXT.DE,Ridge_LR,21,all_6_families,3y,6m,0.5963,0.5826,0.2611,0.0,0.0,True,walk-forward avg over 15 folds
98ae289f,2026-08-29T22:13:40,EXXT.DE,Lasso_LR,21,all_6_families,3y,6m,0.646,0.6015,0.2292,0.0,0.0,True,walk-forward avg over 15 folds
c5b44e73,2026-08-29T22:13:48,EXXT.DE,RandomForest,21,all_6_families,3y,6m,0.6074,0.587,0.2506,0.0,0.0,True,walk-forward avg over 15 folds
2ae3be22,2026-08-29T22:13:51,EXXT.DE,XGBoost,21,all_6_families,3y,6m,0.5899,0.5815,0.2723,0.0,0.0,True,walk-forward avg over 15 folds
1e972117,2026-08-29T22:13:51,SPPW.DE,Baseline_Random,21,all_6_families,3y,6m,0.5,0.4926,0.2673,0.0,0.0,False,walk-forward avg over 6 folds
3878f53d,2026-08-29T22:13:51,SPPW.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.709,0.5,0.21,0.0,0.0,True,walk-forward avg over 6 folds
937fb77d,2026-08-29T22:13:51,SPPW.DE,Ridge_LR,21,all_6_families,3y,6m,0.6839,0.5749,0.2233,0.0,0.0,True,walk-forward avg over 6 folds
026c1b42,2026-08-29T22:13:51,SPPW.DE,Lasso_LR,21,all_6_families,3y,6m,0.709,0.4825,0.2084,0.0,0.0,True,walk-forward avg over 6 folds
72e71ba7,2026-08-29T22:13:55,SPPW.DE,RandomForest,21,all_6_families,3y,6m,0.6045,0.5081,0.231,0.0,0.0,True,walk-forward avg over 6 folds
7c60d778,2026-08-29T22:13:56,SPPW.DE,XGBoost,21,all_6_families,3y,6m,0.5304,0.5161,0.2663,0.0,0.0,True,walk-forward avg over 6 folds
b5c68d45,2026-08-29T22:13:56,IS3N.DE,Baseline_Random,21,all_6_families,3y,6m,0.4942,0.5132,0.2616,0.0,0.0,False,walk-forward avg over 15 folds
d194d217,2026-08-29T22:13:56,IS3N.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6026,0.5,0.2675,0.0,0.0,True,walk-forward avg over 15 folds
80c90041,2026-08-29T22:13:57,IS3N.DE,Ridge_LR,21,all_6_families,3y,6m,0.5492,0.6118,0.2697,0.0,0.0,True,walk-forward avg over 15 folds
c7b6eec4,2026-08-29T22:13:58,IS3N.DE,Lasso_LR,21,all_6_families,3y,6m,0.5878,0.6025,0.2462,0.0,0.0,True,walk-forward avg over 15 folds
81f2b2fb,2026-08-29T22:14:06,IS3N.DE,RandomForest,21,all_6_families,3y,6m,0.4608,0.6234,0.262,0.0,0.0,False,walk-forward avg over 15 folds
fea692b8,2026-08-29T22:14:09,IS3N.DE,XGBoost,21,all_6_families,3y,6m,0.4751,0.6145,0.3192,0.0,0.0,False,walk-forward avg over 15 folds
95afb68b,2026-08-29T22:14:09,IUSN.DE,Baseline_Random,21,all_6_families,3y,6m,0.5119,0.4998,0.2645,0.0,0.0,False,walk-forward avg over 8 folds
c78340f4,2026-08-29T22:14:09,IUSN.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.623,0.5,0.2565,0.0,0.0,True,walk-forward avg over 8 folds
32a23664,2026-08-29T22:14:09,IUSN.DE,Ridge_LR,21,all_6_families,3y,6m,0.6032,0.632,0.248,0.0,0.0,True,walk-forward avg over 8 folds
19305371,2026-08-29T22:14:10,IUSN.DE,Lasso_LR,21,all_6_families,3y,6m,0.623,0.4948,0.2377,0.0,0.0,True,walk-forward avg over 8 folds
06fd3360,2026-08-29T22:14:14,IUSN.DE,RandomForest,21,all_6_families,3y,6m,0.6022,0.6659,0.2414,0.0,0.0,True,walk-forward avg over 8 folds
11859a70,2026-08-29T22:14:15,IUSN.DE,XGBoost,21,all_6_families,3y,6m,0.5565,0.7094,0.2733,0.0,0.0,True,walk-forward avg over 8 folds
db243f80,2026-08-29T22:14:16,XDWD.DE,Baseline_Random,21,all_6_families,3y,6m,0.5176,0.4983,0.265,0.0,0.0,False,walk-forward avg over 14 folds
2ae90200,2026-08-29T22:14:16,XDWD.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.691,0.5,0.2197,0.0,0.0,True,walk-forward avg over 14 folds
a4ae34ce,2026-08-29T22:14:16,XDWD.DE,Ridge_LR,21,all_6_families,3y,6m,0.6803,0.5878,0.2263,0.0,0.0,True,walk-forward avg over 14 folds
f6c5d125,2026-08-29T22:14:17,XDWD.DE,Lasso_LR,21,all_6_families,3y,6m,0.691,0.5817,0.2238,0.0,0.0,True,walk-forward avg over 14 folds
82388165,2026-08-29T22:14:24,XDWD.DE,RandomForest,21,all_6_families,3y,6m,0.6457,0.5835,0.2349,0.0,0.0,True,walk-forward avg over 14 folds
81f8f9f9,2026-08-29T22:14:27,XDWD.DE,XGBoost,21,all_6_families,3y,6m,0.5312,0.6024,0.2764,0.0,0.0,True,walk-forward avg over 14 folds
edcabae8,2026-08-29T22:14:27,ZPRV.DE,Baseline_Random,21,all_6_families,3y,6m,0.5063,0.5262,0.2585,0.0,0.0,False,walk-forward avg over 10 folds
41b1ed66,2026-08-29T22:14:27,ZPRV.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6048,0.5,0.2663,0.0,0.0,True,walk-forward avg over 10 folds
